id,postcode,locality,state
230,0200,ANU,ACT
21820,0200,Australian National University,ACT
232,0800,DARWIN,NT
233,0801,DARWIN,NT
234,0804,PARAP,NT
235,0810,ALAWA,NT
236,0810,BRINKIN,NT
237,0810,CASUARINA,NT
19972,0810,COCONUT GROVE,NT
239,0810,JINGILI,NT
240,0810,LEE POINT,NT
19973,0810,LYONS,NT
241,0810,MILLNER,NT
242,0810,MOIL,NT
19974,0810,MUIRHEAD,NT
243,0810,NAKARA,NT
244,0810,NIGHTCLIFF,NT
245,0810,RAPID CREEK,NT
246,0810,TIWI,NT
247,0810,WAGAMAN,NT
248,0810,WANGURI,NT
249,0811,CASUARINA,NT
19975,0812,ANULA,NT
19976,0812,BUFFALO CREEK,NT
19977,0812,HOLMES,NT
251,0812,KARAMA,NT
252,0812,LEANYER,NT
253,0812,MALAK,NT
254,0812,MARRARA,NT
255,0812,NORTHLAKES,NT
256,0812,SANDERSON,NT
257,0812,WOODLEIGH GARDENS,NT
258,0812,WULAGI,NT
259,0813,SANDERSON,NT
260,0814,NIGHTCLIFF,NT
261,0815,CHARLES DARWIN UNIVERSITY,NT
262,0820,BAGOT,NT
263,0820,BAYVIEW,NT
264,0820,CHARLES DARWIN,NT
265,0820,COONAWARRA,NT
266,0820,CULLEN BAY,NT
19978,0820,DARWIN DC,NT
268,0820,DARWIN INTERNATIONAL AIRPORT,NT
269,0820,DARWIN MC,NT
270,0820,EAST POINT,NT
19979,0820,EATON,NT
271,0820,FANNIE BAY,NT
272,0820,LARRAKEYAH,NT
273,0820,LUDMILLA,NT
274,0820,PARAP,NT
275,0820,RAAF BASE DARWIN,NT
276,0820,STUART PARK,NT
277,0820,THE GARDENS,NT
278,0820,THE NARROWS,NT
279,0820,WINNELLIE,NT
280,0820,WOOLNER,NT
281,0821,WINNELLIE,NT
282,0822,ACACIA HILLS,NT
19980,0822,ANGURUGU,NT
19981,0822,ANINDILYAKWA,NT
19982,0822,ANNIE RIVER,NT
19983,0822,BATHURST ISLAND,NT
286,0822,BEES CREEK,NT
19984,0822,BELYUEN,NT
19985,0822,BLACK JUNGLE,NT
19986,0822,BLACKMORE,NT
287,0822,BORDER STORE,NT
19987,0822,BURRUNDIE,NT
19988,0822,BYNOE,NT
19989,0822,BYNOE HARBOUR,NT
19990,0822,CAMP CREEK,NT
19991,0822,CHANNEL ISLAND,NT
19992,0822,CHARLES DARWIN,NT
19993,0822,CHARLOTTE,NT
19994,0822,CLARAVALE,NT
19995,0822,COBOURG,NT
19996,0822,COLLETT CREEK,NT
19997,0822,COOMALIE CREEK,NT
288,0822,COX PENINSULA,NT
289,0822,CROKER ISLAND,NT
290,0822,DALY RIVER,NT
291,0822,DARWIN MC,NT
19998,0822,DARWIN RIVER DAM,NT
19999,0822,DELISSAVILLE,NT
20000,0822,DOUGLAS-DALY,NT
20001,0822,EAST ARM,NT
20002,0822,EAST ARNHEM,NT
20003,0822,ELRUNDIE,NT
20004,0822,EVA VALLEY,NT
20005,0822,FINNISS VALLEY,NT
23937,0822,FLEMING,NT
20006,0822,FLY CREEK,NT
20007,0822,FREDS PASS,NT
20008,0822,GALIWINKU,NT
20009,0822,GLYDE POINT,NT
295,0822,GOULBOURN ISLAND,NT
20010,0822,GOULBURN ISLAND,NT
20011,0822,GUNBALANYA,NT
296,0822,GUNN POINT,NT
297,0822,HAYES CREEK,NT
20012,0822,HIDDEN VALLEY,NT
20013,0822,HOTHAM,NT
20014,0822,HUGHES,NT
20015,0822,KAKADU,NT
20016,0822,KOOLPINYAH,NT
20017,0822,LAKE BENNETT,NT
299,0822,LAMBELLS LAGOON,NT
20018,0822,LITCHFIELD PARK,NT
300,0822,LIVINGSTONE,NT
20019,0822,LLOYD CREEK,NT
20020,0822,MANDORAH,NT
301,0822,MANINGRIDA,NT
20021,0822,MARANUNGA,NT
20022,0822,MARGARET RIVER,NT
302,0822,MCMINNS LAGOON,NT
20023,0822,MICKETT CREEK,NT
303,0822,MIDDLE POINT,NT
20024,0822,MILINGIMBI,NT
305,0822,MILLWOOD,NT
20025,0822,MILYAKBURRA,NT
20026,0822,MINJILANG,NT
20027,0822,MOUNT BUNDEY,NT
20028,0822,MURRUMUJUK,NT
20029,0822,NAUIYU,NT
20030,0822,NEMARLUK,NT
20031,0822,NGANMARRIYANGA,NT
307,0822,NGUIU,NT
20032,0822,NUMBULWAR,NT
20033,0822,NUMBURINDI,NT
308,0822,OENPELLI,NT
20034,0822,PEPPIMENARTI,NT
20035,0822,PIRLANGIMPI,NT
309,0822,POINT STEPHENS,NT
20036,0822,POINT STUART,NT
310,0822,PULARUMPI,NT
311,0822,PULUMPA,NT
20037,0822,RAKULA,NT
20038,0822,RAMINGINING,NT
20039,0822,ROBIN FALLS,NT
20040,0822,RUM JUNGLE,NT
20041,0822,SANDPALMS ROADHOUSE,NT
313,0822,SOUTHPORT,NT
20042,0822,STAPLETON,NT
20043,0822,THAMARRURR,NT
20044,0822,TIPPERARY,NT
20045,0822,TIVENDALE,NT
20046,0822,TIWI ISLANDS,NT
20047,0822,TORTILLA FLATS,NT
20048,0822,TUMBLING WATERS,NT
315,0822,UMBAKUMBA,NT
20049,0822,VERNON ISLANDS,NT
316,0822,VIRGINIA,NT
317,0822,WADEYE,NT
318,0822,WAGAIT BEACH,NT
20050,0822,WAK WAK,NT
20051,0822,WARRUWI,NT
319,0822,WEDDELL,NT
20052,0822,WEST ARNHEM,NT
20053,0822,WICKHAM,NT
320,0822,WINNELLIE,NT
20054,0822,WISHART,NT
321,0822,WOOLANING,NT
20055,0822,WURRUMIYANGA,NT
322,0828,BERRIMAH,NT
323,0828,KNUCKEY LAGOON,NT
24048,0829,HOLTZE,NT
20056,0829,PINELANDS,NT
20057,0830,ARCHER,NT
326,0830,DRIVER,NT
327,0830,DURACK,NT
328,0830,FARRAR,NT
329,0830,GRAY,NT
330,0830,MARLOW LAGOON,NT
331,0830,MOULDEN,NT
332,0830,PALMERSTON,NT
333,0830,SHOAL BAY,NT
334,0830,WOODROFFE,NT
335,0830,YARRAWONGA,NT
336,0831,PALMERSTON,NT
20058,0832,BAKEWELL,NT
20059,0832,BELLAMACK,NT
339,0832,GUNN,NT
20060,0832,JOHNSTON,NT
340,0832,MITCHELL,NT
341,0832,ROSEBERY,NT
342,0832,ROSEBERY HEIGHTS,NT
20061,0832,ZUCCOLI,NT
20062,0834,VIRGINIA,NT
21821,0835,Coolalinga,NT
343,0835,HOWARD SPRINGS,NT
344,0835,VIRGINIA,NT
345,0836,HERBERT,NT
20063,0836,HUMPTY DOO,NT
347,0837,MANTON,NT
20064,0837,NOONAMAH,NT
349,0838,BERRY SPRINGS,NT
20065,0839,COOLALINGA,NT
350,0840,DUNDEE BEACH,NT
351,0840,DUNDEE DOWNS,NT
352,0840,DUNDEE FOREST,NT
353,0841,DARWIN RIVER,NT
354,0845,BATCHELOR,NT
355,0846,ADELAIDE RIVER,NT
356,0847,PINE CREEK,NT
20066,0850,COSSACK,NT
20067,0850,EMUNGALAN,NT
357,0850,KATHERINE,NT
20068,0850,KATHERINE EAST,NT
20069,0850,KATHERINE SOUTH,NT
20070,0850,LANSDOWNE,NT
358,0851,KATHERINE,NT
20071,0852,ARNOLD,NT
20072,0852,BAINES,NT
20073,0852,BARUNGA,NT
360,0852,BESWICK,NT
20074,0852,BESWICK CREEK,NT
20075,0852,BINJARI,NT
20076,0852,BIRDUM,NT
20077,0852,BRADSHAW,NT
20078,0852,BUCHANAN,NT
20079,0852,BULMAN WEEMOL,NT
20080,0852,CRESWELL,NT
20081,0852,DAGURAGU,NT
361,0852,DALY WATERS,NT
20082,0852,DELAMERE,NT
362,0852,DUNMARRA,NT
20083,0852,EDITH,NT
363,0852,EDITH RIVER,NT
20084,0852,ELSEY,NT
364,0852,ELSEY STATION,NT
20085,0852,FLORINA,NT
20086,0852,FLYING FOX,NT
20087,0852,GREGORY,NT
20088,0852,GULUNG MARDRULK,NT
20089,0852,GURINDJI,NT
22843,0852,HELEN SPRINGS STATION,NT
20090,0852,JILKMINGGAN,NT
20091,0852,KALKARINDJI,NT
365,0852,KALKARINGI,NT
366,0852,KATHERINE,NT
367,0852,LAJAMANU,NT
368,0852,LARRIMAH,NT
20092,0852,LIMMEN,NT
369,0852,MANBULLOO,NT
20093,0852,MARANBOY,NT
20094,0852,MATARANKA,NT
20095,0852,MCARTHUR,NT
20096,0852,MINIYERI,NT
20097,0852,NGUKURR,NT
20098,0852,NITMILUK,NT
373,0852,NUMBULWAR,NT
20099,0852,PELLEW ISLANDS,NT
20100,0852,PIGEON HOLE,NT
20101,0852,ROBINSON RIVER,NT
20102,0852,STURT PLATEAU,NT
20103,0852,TANAMI EAST,NT
20104,0852,TIMBER CREEK,NT
20105,0852,TOP SPRINGS,NT
20106,0852,URALLA,NT
20107,0852,VENN,NT
20108,0852,VICTORIA RIVER,NT
375,0852,VICTORIA RIVER DOWNS,NT
20109,0852,WARUMUNGU,NT
376,0852,WAVE HILL,NT
20110,0852,WILTON,NT
20111,0852,YARRALIN,NT
20112,0853,TINDAL,NT
377,0853,TINDAL RAAF,NT
378,0854,BORROLOOLA,NT
20113,0854,KING ASH BAY,NT
380,0860,TENNANT CREEK,NT
381,0861,BRUNCHILLY,NT
382,0861,TENNANT CREEK,NT
383,0862,AVON DOWNS,NT
20114,0862,CALVERT,NT
384,0862,CRESSWELL DOWNS,NT
385,0862,ELLIOTT,NT
386,0862,HELEN SPRINGS,NT
387,0862,MUCKATY STATION,NT
388,0862,NEWCASTLE WATERS,NT
20115,0862,NICHOLSON,NT
20116,0862,PAMAYU,NT
389,0862,PHILLIP CREEK STATION,NT
390,0862,RENNER SPRINGS,NT
20117,0862,TABLELANDS,NT
391,0862,TENNANT CREEK,NT
392,0862,THREE WAYS,NT
393,0862,WARREGO,NT
394,0862,WOLLOGORANG STATION,NT
395,0862,WYCLIFFE WELL,NT
396,0870,ALICE SPRINGS,NT
20118,0870,ARALUEN,NT
20119,0870,BRAITLING,NT
20120,0870,CICCONE,NT
20121,0870,DESERT SPRINGS,NT
20122,0870,EAST SIDE,NT
20123,0870,GILLEN,NT
20124,0870,SADADEEN,NT
20125,0870,STUART,NT
20126,0870,THE GAP,NT
20127,0870,WHITE GUMS,NT
397,0871,ALICE SPRINGS,NT
398,0872,AHERRENGE,NT
399,0872,ALI CURUNG,NT
400,0872,ALICE SPRINGS,NT
401,0872,AMATA,NT
23884,0872,AMATA,SA
402,0872,AMOONGUNA,NT
20128,0872,AMPILATWATJA,NT
20129,0872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT
20130,0872,ANATYE,NT
20131,0872,ANMATJERE,NT
403,0872,ANTEWENEGERRDE,NT
404,0872,AREYONGA,NT
20132,0872,ATITJERE,NT
20133,0872,AYERS RANGE SOUTH,SA
406,0872,AYERS ROCK,NT
20134,0872,BARROW CREEK,NT
20135,0872,BURT PLAIN,NT
20136,0872,CANTEEN CREEK,NT
20137,0872,CHILLA WELL,NT
20138,0872,COSTELLO,NT
20139,0872,DAVENPORT,NT
20140,0872,DE ROSE HILL,SA
409,0872,DOCKER RIVER,NT
20141,0872,ENGAWALA,NT
410,0872,ERLDUNDA,NT
411,0872,ERNABELLA,SA
22838,0872,ERNABELLA (PUKATJA),SA
412,0872,FINKE,NT
413,0872,FREGON,SA
20142,0872,GHAN,NT
414,0872,GIBSON DESERT NORTH,WA
20143,0872,GIBSON DESERT SOUTH,WA
416,0872,HAASTS BLUFF,NT
20144,0872,HALE,NT
20145,0872,HART,NT
20146,0872,HART RANGE,NT
20147,0872,HERMANNSBURG,NT
20148,0872,HUGH,NT
418,0872,IMAMPA,NT
20149,0872,IMANPA,NT
419,0872,INDULKANA,SA
22844,0872,INDULKANA (IWANTJA),SA
20150,0872,ININTI STORE,NT
20151,0872,IWANTJA,SA
420,0872,JAY CREEK,NT
20152,0872,KALKA,SA
20153,0872,KALTJITI,SA
20154,0872,KALTUKATJARA,NT
20155,0872,KANPI,SA
23966,0872,KINGS CREEK STATION,NT
422,0872,KINTORE,NT
20156,0872,KIWIRRKURRA,WA
20157,0872,KULGERA,NT
20158,0872,KUNPARRKA,NT
20159,0872,LAKE MACKAY,NT
20160,0872,LAMBINA,SA
20161,0872,LARAMBA,NT
23973,0872,MACDONNELL RANGE,NT
20162,0872,MEREENIE,NT
20163,0872,MIMILI,SA
20164,0872,MOUNT LIEBIG,NT
20165,0872,MOUNT ZEIL,NT
427,0872,MULGA BORE,NT
20166,0872,MURPUTJA,SA
428,0872,MURPUTJA HOMELANDS,NT
20167,0872,MUTITJULU,NT
20168,0872,NAMATJIRA,NT
20169,0872,NGAANYATJARRA-GILES,WA
20170,0872,NYAPARI,SA
20171,0872,NYIRRIPI,NT
20172,0872,PAPUNYA,NT
20173,0872,PATJARR,WA
20174,0872,PETERMANN,NT
20175,0872,PIPALYATJARA,SA
433,0872,PITJANTJATJARA HOMELANDS,NT
20176,0872,PUKATJA,SA
20177,0872,SANDOVER,NT
434,0872,SANTA TERESA,NT
20178,0872,SIMPSON,NT
20179,0872,TANAMI,NT
20180,0872,TARA,NT
24029,0872,TELEGRAPH STATION,NT
435,0872,THANGKENHARENGE,NT
436,0872,TI TREE,NT
20181,0872,TIEYON,SA
20182,0872,TITJIKALA,NT
20183,0872,TJIRRKARLI,WA
20184,0872,TJUKURLA,WA
439,0872,ULURU,NT
440,0872,UMPANGARA,NT
20185,0872,UMUWA,SA
441,0872,URAPUNTJA,NT
20186,0872,WALLACE ROCKHOLE,NT
443,0872,WANARN,NT
444,0872,WARAKURNA,WA
20187,0872,WATARRU,SA
20188,0872,WATINUMA,SA
445,0872,WILLOWRA,NT
20189,0872,WILORA,NT
20190,0872,WINGELLINA,WA
20191,0872,WUTUNUGURRA,NT
448,0872,YUELAMU,NT
449,0872,YUENDUMU,NT
450,0872,YULARA,NT
20192,0872,YUNYARINYI,SA
20193,0873,AMOONGUNA,NT
20194,0873,ARUMBERA,NT
20195,0873,CONNELLAN,NT
20196,0873,ILPARPA,NT
20197,0873,KILGARIFF,NT
20198,0873,ROSS,NT
20199,0874,IRLPME,NT
20200,0874,MOUNT JOHNS,NT
20201,0874,UNDOOLYA,NT
20202,0875,FLYNN,NT
20203,0875,LARAPINTA,NT
20204,0880,GAPUWIYAK,NT
452,0880,GOVE,NT
20205,0880,GUNYANGARA,NT
453,0880,NHULUNBUY,NT
20206,0880,YIRRKALA,NT
455,0881,NHULUNBUY,NT
20207,0885,ALYANGULA,NT
457,0886,JABIRU,NT
1,0906,WINNELLIE,NT
2,0907,WINNELLIE,NT
3,0909,CHARLES DARWIN UNIVERSITY,NT
23913,0909,UNIVERSITY,NT
458,1001,SYDNEY,NSW
459,1002,SYDNEY,NSW
460,1003,SYDNEY,NSW
461,1004,SYDNEY,NSW
462,1005,SYDNEY,NSW
463,1006,SYDNEY,NSW
464,1007,SYDNEY,NSW
465,1008,SYDNEY,NSW
466,1009,SYDNEY,NSW
467,1010,SYDNEY,NSW
468,1020,SYDNEY,NSW
469,1021,SYDNEY,NSW
470,1022,SYDNEY,NSW
471,1023,SYDNEY,NSW
472,1025,SYDNEY,NSW
473,1026,SYDNEY,NSW
474,1027,SYDNEY,NSW
475,1028,SYDNEY,NSW
476,1029,SYDNEY,NSW
477,1030,SYDNEY,NSW
478,1031,SYDNEY,NSW
479,1032,SYDNEY,NSW
480,1033,SYDNEY,NSW
481,1034,SYDNEY,NSW
482,1035,SYDNEY,NSW
483,1036,SYDNEY,NSW
484,1037,SYDNEY,NSW
485,1038,SYDNEY,NSW
486,1039,SYDNEY,NSW
487,1040,SYDNEY,NSW
488,1041,SYDNEY,NSW
489,1042,SYDNEY,NSW
490,1043,SYDNEY,NSW
491,1044,SYDNEY,NSW
492,1045,SYDNEY,NSW
493,1046,SYDNEY,NSW
494,1100,SYDNEY,NSW
495,1101,SYDNEY,NSW
496,1105,SYDNEY,NSW
497,1106,SYDNEY,NSW
498,1107,SYDNEY,NSW
499,1108,SYDNEY,NSW
500,1109,SYDNEY,NSW
501,1110,SYDNEY,NSW
502,1112,SYDNEY,NSW
503,1113,SYDNEY,NSW
504,1114,SYDNEY,NSW
505,1115,SYDNEY,NSW
506,1116,SYDNEY,NSW
507,1117,SYDNEY,NSW
508,1118,SYDNEY,NSW
509,1119,SYDNEY,NSW
510,1120,SYDNEY,NSW
511,1121,SYDNEY,NSW
512,1122,SYDNEY,NSW
513,1123,SYDNEY,NSW
514,1124,SYDNEY,NSW
515,1125,SYDNEY,NSW
516,1126,SYDNEY,NSW
517,1127,SYDNEY,NSW
518,1128,SYDNEY,NSW
519,1129,SYDNEY,NSW
520,1130,SYDNEY,NSW
521,1131,SYDNEY,NSW
522,1132,SYDNEY,NSW
523,1133,SYDNEY,NSW
524,1134,SYDNEY,NSW
525,1135,SYDNEY,NSW
526,1136,SYDNEY,NSW
527,1137,SYDNEY,NSW
528,1138,SYDNEY,NSW
529,1139,SYDNEY,NSW
530,1140,SYDNEY,NSW
531,1141,SYDNEY,NSW
532,1142,SYDNEY,NSW
533,1143,SYDNEY,NSW
534,1144,SYDNEY,NSW
535,1145,SYDNEY,NSW
536,1146,SYDNEY,NSW
537,1147,SYDNEY,NSW
538,1148,SYDNEY,NSW
539,1149,SYDNEY,NSW
540,1150,SYDNEY,NSW
541,1151,SYDNEY,NSW
542,1152,SYDNEY,NSW
543,1153,SYDNEY,NSW
544,1154,SYDNEY,NSW
545,1155,SYDNEY,NSW
546,1156,SYDNEY,NSW
547,1157,SYDNEY,NSW
548,1158,SYDNEY,NSW
549,1159,SYDNEY,NSW
550,1160,SYDNEY,NSW
551,1161,SYDNEY,NSW
552,1162,SYDNEY,NSW
553,1163,SYDNEY,NSW
554,1164,SYDNEY,NSW
555,1165,SYDNEY,NSW
556,1166,SYDNEY,NSW
557,1167,SYDNEY,NSW
558,1168,SYDNEY,NSW
559,1169,SYDNEY,NSW
560,1170,SYDNEY,NSW
561,1171,SYDNEY,NSW
562,1172,SYDNEY,NSW
563,1173,SYDNEY,NSW
564,1174,SYDNEY,NSW
565,1175,SYDNEY,NSW
566,1176,SYDNEY,NSW
567,1177,SYDNEY,NSW
568,1178,SYDNEY,NSW
569,1179,SYDNEY,NSW
570,1180,SYDNEY,NSW
571,1181,SYDNEY,NSW
572,1182,SYDNEY,NSW
573,1183,SYDNEY,NSW
574,1184,SYDNEY,NSW
575,1185,SYDNEY,NSW
576,1186,SYDNEY,NSW
577,1187,SYDNEY,NSW
578,1188,SYDNEY,NSW
579,1189,SYDNEY,NSW
580,1190,SYDNEY,NSW
581,1191,SYDNEY,NSW
582,1192,SYDNEY,NSW
583,1193,SYDNEY,NSW
584,1194,SYDNEY,NSW
585,1195,SYDNEY,NSW
586,1196,SYDNEY,NSW
587,1197,SYDNEY,NSW
588,1198,SYDNEY,NSW
589,1199,SYDNEY,NSW
591,1201,SYDNEY,NSW
592,1202,SYDNEY,NSW
593,1203,SYDNEY,NSW
595,1205,SYDNEY,NSW
597,1207,SYDNEY,NSW
598,1208,HAYMARKET,NSW
599,1209,AUSTRALIA SQUARE,NSW
600,1210,AUSTRALIA SQUARE,NSW
601,1211,AUSTRALIA SQUARE,NSW
602,1212,AUSTRALIA SQUARE,NSW
603,1213,AUSTRALIA SQUARE,NSW
604,1214,AUSTRALIA SQUARE,NSW
605,1215,AUSTRALIA SQUARE,NSW
606,1216,GROSVENOR PLACE,NSW
607,1217,GROSVENOR PLACE,NSW
608,1218,GROSVENOR PLACE,NSW
609,1219,GROSVENOR PLACE,NSW
610,1220,GROSVENOR PLACE,NSW
611,1221,ROYAL EXCHANGE,NSW
612,1222,ROYAL EXCHANGE,NSW
613,1223,ROYAL EXCHANGE,NSW
614,1224,ROYAL EXCHANGE,NSW
615,1225,ROYAL EXCHANGE,NSW
616,1226,QUEEN VICTORIA BUILDING,NSW
617,1227,QUEEN VICTORIA BUILDING,NSW
618,1228,QUEEN VICTORIA BUILDING,NSW
619,1229,QUEEN VICTORIA BUILDING,NSW
620,1230,QUEEN VICTORIA BUILDING,NSW
621,1231,SYDNEY SOUTH,NSW
622,1232,SYDNEY SOUTH,NSW
623,1233,SYDNEY SOUTH,NSW
624,1234,SYDNEY SOUTH,NSW
625,1235,SYDNEY SOUTH,NSW
626,1236,HAYMARKET,NSW
627,1237,HAYMARKET,NSW
628,1238,HAYMARKET,NSW
629,1239,HAYMARKET,NSW
630,1240,HAYMARKET,NSW
631,1291,SYDNEY,NSW
632,1292,SYDNEY,NSW
633,1293,SYDNEY,NSW
634,1294,SYDNEY,NSW
635,1295,SYDNEY,NSW
636,1296,SYDNEY,NSW
637,1297,SYDNEY,NSW
638,1298,SYDNEY,NSW
639,1299,SYDNEY,NSW
640,1300,DARLINGHURST,NSW
644,1314,EASTERN SUBURBS MC,NSW
665,1335,POTTS POINT,NSW
666,1340,KINGS CROSS,NSW
667,1350,WOOLLAHRA,NSW
668,1355,BONDI JUNCTION,NSW
669,1360,DOUBLE BAY,NSW
672,1401,BROADWAY,NSW
674,1419,SOUTHERN SUBURBS MC,NSW
675,1420,STRAWBERRY HILLS,NSW
676,1422,STRAWBERRY HILLS,NSW
677,1423,STRAWBERRY HILLS,NSW
678,1424,STRAWBERRY HILLS,NSW
679,1425,STRAWBERRY HILLS,NSW
680,1426,STRAWBERRY HILLS,NSW
681,1427,STRAWBERRY HILLS,NSW
2415,1428,STRAWBERRY HILLS,NSW
2416,1429,STRAWBERRY HILLS,NSW
2417,1430,EVELEIGH,NSW
2418,1435,ALEXANDRIA,NSW
2419,1440,WATERLOO,NSW
2420,1441,WATERLOO,NSW
2421,1445,ROSEBERY,NSW
2422,1450,CAMPERDOWN,NSW
2423,1455,BOTANY,NSW
2424,1460,MASCOT,NSW
2425,1465,KENSINGTON,NSW
2426,1466,UNSW SYDNEY,NSW
2427,1470,DRUMMOYNE,NSW
2428,1475,MARRICKVILLE,NSW
2429,1476,MARRICKVILLE,NSW
2430,1480,KINGSGROVE,NSW
2431,1481,HURSTVILLE BC,NSW
2432,1484,KINGSGROVE DC,NSW
2433,1485,KOGARAH,NSW
2435,1490,MIRANDA,NSW
2436,1493,HURSTVILLE,NSW
2437,1495,CARINGBAH,NSW
2438,1499,SUTHERLAND,NSW
2439,1515,WEST CHATSWOOD,NSW
2440,1560,NORTHBRIDGE,NSW
2441,1565,MILSONS POINT,NSW
2442,1570,ARTARMON,NSW
2444,1585,CROWS NEST,NSW
2445,1590,ST LEONARDS,NSW
2446,1595,LANE COVE,NSW
2447,1597,LANE COVE,NSW
2448,1602,LANE COVE DC,NSW
2452,1630,HORNSBY,NSW
2453,1635,HORNSBY WESTFIELD,NSW
2454,1639,FRENCHS FOREST,NSW
2455,1640,FRENCHS FOREST,NSW
2456,1655,MANLY,NSW
2457,1658,MONA VALE,NSW
2458,1660,MONA VALE,NSW
2459,1670,NORTH RYDE BC,NSW
2460,1675,GLADESVILLE,NSW
2461,1680,RYDE,NSW
2462,1685,WEST RYDE,NSW
2473,1700,ERMINGTON,NSW
2475,1710,EPPING,NSW
2477,1715,PENNANT HILLS,NSW
2478,1730,SEVEN HILLS,NSW
2479,1740,PARRAMATTA,NSW
2480,1741,PARRAMATTA,NSW
2481,1750,NORTH PARRAMATTA,NSW
2482,1755,BAULKHAM HILLS,NSW
2483,1765,CASTLE HILL,NSW
2484,1771,PENNANT HILLS,NSW
2485,1781,SEVEN HILLS MC,NSW
2486,1790,ST MARYS,NSW
4457,1800,ASHFIELD,NSW
4458,1805,BURWOOD,NSW
4459,1811,SILVERWATER,NSW
4461,1819,STRATHFIELD,NSW
4462,1825,LIDCOMBE,NSW
4464,1830,GRANVILLE,NSW
4465,1831,GRANVILLE,NSW
4466,1835,AUBURN,NSW
4468,1851,WETHERILL PARK DC,NSW
4469,1860,FAIRFIELD,NSW
4470,1871,LIVERPOOL,NSW
4471,1875,MOOREBANK,NSW
4472,1885,BANKSTOWN,NSW
4473,1888,BANKSTOWN,NSW
4474,1890,INGLEBURN,NSW
4475,1891,MILPERRA,NSW
20208,2000,BARANGAROO,NSW
4478,2000,DARLING HARBOUR,NSW
4479,2000,DAWES POINT,NSW
4480,2000,HAYMARKET,NSW
4481,2000,MILLERS POINT,NSW
4482,2000,PARLIAMENT HOUSE,NSW
4483,2000,SYDNEY,NSW
4484,2000,SYDNEY SOUTH,NSW
4485,2000,THE ROCKS,NSW
4486,2001,SYDNEY,NSW
5,2002,WORLD SQUARE,NSW
4487,2004,ALEXANDRIA MC,NSW
4488,2004,EASTERN SUBURBS MC,NSW
4489,2006,THE UNIVERSITY OF SYDNEY,NSW
4490,2007,BROADWAY,NSW
4491,2007,ULTIMO,NSW
4492,2008,CHIPPENDALE,NSW
4493,2008,DARLINGTON,NSW
4494,2008,GOLDEN GROVE,NSW
4495,2009,DARLING ISLAND,NSW
4496,2009,PYRMONT,NSW
4497,2010,DARLINGHURST,NSW
4498,2010,SURRY HILLS,NSW
4499,2010,TAYLOR SQUARE,NSW
4500,2011,ELIZABETH BAY,NSW
4501,2011,HMAS KUTTABUL,NSW
4502,2011,KINGS CROSS,NSW
4503,2011,POTTS POINT,NSW
4504,2011,RUSHCUTTERS BAY,NSW
4505,2011,WOOLLOOMOOLOO,NSW
4506,2012,STRAWBERRY HILLS,NSW
4507,2013,STRAWBERRY HILLS,NSW
4508,2015,ALEXANDRIA,NSW
4509,2015,BEACONSFIELD,NSW
4510,2015,EVELEIGH,NSW
4511,2016,REDFERN,NSW
4512,2017,WATERLOO,NSW
22871,2017,WATERLOO DC,NSW
4513,2017,ZETLAND,NSW
4514,2018,EASTLAKES,NSW
4515,2018,ROSEBERY,NSW
4516,2019,BANKSMEADOW,NSW
4517,2019,BOTANY,NSW
4518,2020,MASCOT,NSW
4519,2020,SYDNEY DOMESTIC AIRPORT,NSW
4520,2020,SYDNEY INTERNATIONAL AIRPORT,NSW
4521,2021,CENTENNIAL PARK,NSW
4522,2021,MOORE PARK,NSW
4523,2021,PADDINGTON,NSW
4524,2022,BONDI JUNCTION,NSW
4525,2022,BONDI JUNCTION PLAZA,NSW
4526,2022,QUEENS PARK,NSW
4527,2023,BELLEVUE HILL,NSW
4528,2024,BRONTE,NSW
4529,2024,CHARING CROSS,NSW
4530,2024,WAVERLEY,NSW
4531,2025,WOOLLAHRA,NSW
4532,2026,BEN BUCKLER,NSW
4533,2026,BONDI,NSW
4534,2026,BONDI BEACH,NSW
4535,2026,NORTH BONDI,NSW
4536,2026,TAMARAMA,NSW
4537,2027,DARLING POINT,NSW
4538,2027,EDGECLIFF,NSW
4539,2027,HMAS RUSHCUTTERS,NSW
4540,2027,POINT PIPER,NSW
4541,2028,DOUBLE BAY,NSW
4542,2029,ROSE BAY,NSW
4543,2030,DIAMOND BAY,NSW
4544,2030,DOVER HEIGHTS,NSW
4545,2030,HMAS WATSON,NSW
4546,2030,ROSE BAY NORTH,NSW
4547,2030,VAUCLUSE,NSW
4548,2030,WATSONS BAY,NSW
4549,2031,CLOVELLY,NSW
4550,2031,CLOVELLY WEST,NSW
4551,2031,RANDWICK,NSW
22858,2031,RANDWICK DC,NSW
4552,2031,ST PAULS,NSW
4553,2032,DACEYVILLE,NSW
4554,2032,KINGSFORD,NSW
4555,2033,KENSINGTON,NSW
4556,2034,COOGEE,NSW
4557,2034,SOUTH COOGEE,NSW
4558,2035,MAROUBRA,NSW
4559,2035,MAROUBRA SOUTH,NSW
4560,2035,PAGEWOOD,NSW
4561,2036,CHIFLEY,NSW
4562,2036,EASTGARDENS,NSW
4563,2036,HILLSDALE,NSW
4564,2036,LA PEROUSE,NSW
4565,2036,LITTLE BAY,NSW
4566,2036,MALABAR,NSW
4567,2036,MATRAVILLE,NSW
4568,2036,PHILLIP BAY,NSW
4569,2036,PORT BOTANY,NSW
